,0-0,0-1,1-0,1-1,weather,road,light,scene
dataset/road3d/testing/x0613_1627/gt_image/1623733074172_fillcolor.png,573776.0,4120.0,8400.0,335304.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733074683_fillcolor.png,576092.0,4756.0,9180.0,331572.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733075370_fillcolor.png,578540.0,6740.0,6904.0,329416.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733075921_fillcolor.png,577380.0,5160.0,6792.0,332268.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733076929_fillcolor.png,580940.0,4216.0,6868.0,329576.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733077465_fillcolor.png,572380.0,5640.0,6084.0,337496.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733078164_fillcolor.png,567152.0,6636.0,7612.0,340200.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733078928_fillcolor.png,560196.0,5428.0,7016.0,348960.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733079617_fillcolor.png,561596.0,5596.0,6464.0,347944.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733080576_fillcolor.png,557196.0,4096.0,6792.0,353516.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733081237_fillcolor.png,553472.0,6956.0,5920.0,355252.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733081992_fillcolor.png,537148.0,3380.0,12188.0,368884.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733082519_fillcolor.png,530824.0,3076.0,12324.0,375376.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733083125_fillcolor.png,533952.0,4444.0,4968.0,378236.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733083893_fillcolor.png,528920.0,6280.0,3988.0,382412.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733084618_fillcolor.png,540556.0,6304.0,3580.0,371160.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733085546_fillcolor.png,547376.0,4316.0,3076.0,366832.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733086087_fillcolor.png,554856.0,4932.0,4488.0,357324.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733086655_fillcolor.png,556008.0,6640.0,4632.0,354320.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733087378_fillcolor.png,558148.0,4692.0,2868.0,355892.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733087977_fillcolor.png,569344.0,4012.0,2804.0,345440.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733088543_fillcolor.png,572492.0,6100.0,1440.0,341568.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733091033_fillcolor.png,579412.0,2896.0,4028.0,335264.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733092610_fillcolor.png,596140.0,4216.0,2056.0,319188.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733093236_fillcolor.png,617256.0,3740.0,3252.0,297352.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733093923_fillcolor.png,652308.0,3244.0,7864.0,258184.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733094501_fillcolor.png,699796.0,948.0,12276.0,208580.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733095124_fillcolor.png,750492.0,1220.0,12484.0,157404.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733096417_fillcolor.png,813112.0,180.0,14312.0,93996.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733096993_fillcolor.png,859600.0,16.0,16600.0,45384.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733097577_fillcolor.png,867092.0,0.0,7160.0,47348.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733098222_fillcolor.png,859800.0,428.0,2268.0,59104.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733098898_fillcolor.png,836848.0,1152.0,2788.0,80812.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733099480_fillcolor.png,814336.0,1080.0,2460.0,103724.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733100086_fillcolor.png,790548.0,2152.0,2216.0,126684.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733100757_fillcolor.png,775652.0,1492.0,6780.0,137676.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733101405_fillcolor.png,772012.0,5432.0,3096.0,141060.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733101931_fillcolor.png,764560.0,4744.0,4092.0,148204.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733102849_fillcolor.png,758208.0,5928.0,2836.0,154628.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733103404_fillcolor.png,757288.0,9172.0,1940.0,153200.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733104045_fillcolor.png,756060.0,7456.0,1980.0,156104.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733104751_fillcolor.png,755312.0,6904.0,3728.0,155656.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733105509_fillcolor.png,754968.0,6972.0,3412.0,156248.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733106047_fillcolor.png,758528.0,6188.0,3128.0,153756.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733106638_fillcolor.png,756172.0,3848.0,5716.0,155864.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733107217_fillcolor.png,755164.0,3732.0,6480.0,156224.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733107911_fillcolor.png,751936.0,4384.0,7608.0,157672.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733108632_fillcolor.png,751864.0,5904.0,5140.0,158692.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733109253_fillcolor.png,753424.0,1904.0,5980.0,160292.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733109788_fillcolor.png,753312.0,4804.0,6348.0,157136.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733110365_fillcolor.png,753328.0,4644.0,8608.0,155020.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733110998_fillcolor.png,757708.0,4740.0,10284.0,148868.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733111522_fillcolor.png,758524.0,3752.0,9448.0,149876.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733112117_fillcolor.png,761244.0,5432.0,4984.0,149940.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733112968_fillcolor.png,759832.0,6656.0,5532.0,149580.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733113529_fillcolor.png,763584.0,4400.0,1164.0,152452.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733114240_fillcolor.png,762492.0,8392.0,880.0,149836.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733114829_fillcolor.png,764628.0,7184.0,492.0,149296.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733115582_fillcolor.png,762628.0,5328.0,1108.0,152536.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733116237_fillcolor.png,762756.0,4008.0,1308.0,153528.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733117048_fillcolor.png,762876.0,5800.0,820.0,152104.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733118150_fillcolor.png,766056.0,4208.0,1732.0,149604.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733120083_fillcolor.png,767556.0,6184.0,1172.0,146688.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733121204_fillcolor.png,769488.0,2804.0,2120.0,147188.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733122107_fillcolor.png,771124.0,2564.0,1396.0,146516.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733123377_fillcolor.png,770104.0,2820.0,2044.0,146632.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733124107_fillcolor.png,770256.0,2624.0,1624.0,147096.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733124828_fillcolor.png,771176.0,1388.0,2660.0,146376.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733125596_fillcolor.png,763564.0,6312.0,4664.0,147060.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733128431_fillcolor.png,766048.0,5928.0,4372.0,145252.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733129287_fillcolor.png,770632.0,3108.0,3284.0,144576.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733129991_fillcolor.png,772264.0,3084.0,3060.0,143192.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733130797_fillcolor.png,773712.0,4516.0,3096.0,140276.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733131553_fillcolor.png,776064.0,3384.0,2072.0,140080.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733133364_fillcolor.png,775276.0,3452.0,1328.0,141544.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733135274_fillcolor.png,773856.0,3392.0,2100.0,142252.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733136297_fillcolor.png,773080.0,2124.0,3592.0,142804.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733136901_fillcolor.png,772984.0,2052.0,3444.0,143120.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733138700_fillcolor.png,773840.0,2496.0,4928.0,140336.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733139520_fillcolor.png,772192.0,3396.0,2656.0,143356.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733140421_fillcolor.png,765360.0,2652.0,4832.0,148756.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733141533_fillcolor.png,765048.0,1564.0,4944.0,150044.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733143844_fillcolor.png,761884.0,1888.0,4844.0,152984.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733145521_fillcolor.png,762772.0,2240.0,3344.0,153244.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733146217_fillcolor.png,762852.0,1880.0,3492.0,153376.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733148418_fillcolor.png,760092.0,612.0,4324.0,156572.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733149616_fillcolor.png,761156.0,1356.0,2188.0,156900.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733151088_fillcolor.png,759420.0,280.0,6036.0,155864.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733152068_fillcolor.png,760060.0,616.0,5680.0,155244.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733153482_fillcolor.png,760604.0,1704.0,5536.0,153756.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733156022_fillcolor.png,758684.0,4252.0,4500.0,154164.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733158847_fillcolor.png,763252.0,6412.0,3452.0,148484.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733160369_fillcolor.png,763508.0,4488.0,2320.0,151284.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733160948_fillcolor.png,764128.0,4140.0,1624.0,151708.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x0613_1627/gt_image/1623733161666_fillcolor.png,765676.0,6520.0,2424.0,146980.0,rainy,paved,daytime,0613-1627
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460206499_fillcolor.png,498240.0,65996.0,1344.0,356020.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460206881_fillcolor.png,503372.0,67992.0,1484.0,348752.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460207357_fillcolor.png,512924.0,60480.0,2040.0,346156.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460207891_fillcolor.png,512768.0,52332.0,2664.0,353836.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460208373_fillcolor.png,505240.0,54696.0,4004.0,357660.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460208980_fillcolor.png,503976.0,54332.0,3296.0,359996.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460209572_fillcolor.png,497344.0,49272.0,3120.0,371864.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460209982_fillcolor.png,469608.0,38040.0,6176.0,407776.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460210485_fillcolor.png,460044.0,41560.0,5396.0,414600.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460210965_fillcolor.png,447888.0,45596.0,5552.0,422564.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460211470_fillcolor.png,435680.0,50120.0,6052.0,429748.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460212067_fillcolor.png,414552.0,60976.0,4916.0,441156.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460212570_fillcolor.png,399336.0,79092.0,3380.0,439792.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460213068_fillcolor.png,394616.0,79344.0,5812.0,441828.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460213484_fillcolor.png,423308.0,76624.0,5192.0,416476.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460213971_fillcolor.png,441152.0,57308.0,6384.0,416756.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460214575_fillcolor.png,449072.0,53460.0,6232.0,412836.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460215061_fillcolor.png,474764.0,46944.0,7464.0,392428.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460215469_fillcolor.png,469376.0,45356.0,9212.0,397656.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460215870_fillcolor.png,445420.0,50380.0,8720.0,417080.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460216269_fillcolor.png,411948.0,51484.0,9752.0,448416.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460216790_fillcolor.png,449956.0,54476.0,7980.0,409188.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460217288_fillcolor.png,464208.0,52168.0,7884.0,397340.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460217759_fillcolor.png,485644.0,52792.0,7688.0,375476.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460218264_fillcolor.png,486152.0,52732.0,7460.0,375256.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460218862_fillcolor.png,490276.0,50868.0,7500.0,372956.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460219289_fillcolor.png,475420.0,55760.0,7092.0,383328.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460219828_fillcolor.png,450424.0,50632.0,10288.0,410256.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460220368_fillcolor.png,440472.0,68280.0,7460.0,405388.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460220787_fillcolor.png,449312.0,62860.0,5456.0,403972.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460221263_fillcolor.png,450544.0,69432.0,5428.0,396196.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460221887_fillcolor.png,429536.0,81616.0,6200.0,404248.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460222371_fillcolor.png,418568.0,77296.0,5868.0,419868.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460222867_fillcolor.png,405956.0,82348.0,4712.0,428584.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460223298_fillcolor.png,398568.0,95748.0,4664.0,422620.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460223781_fillcolor.png,402132.0,90172.0,5364.0,423932.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460224392_fillcolor.png,375596.0,94336.0,5876.0,445792.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460224871_fillcolor.png,339164.0,93068.0,8324.0,481044.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460225366_fillcolor.png,322984.0,98360.0,6412.0,493844.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460225838_fillcolor.png,320832.0,104576.0,6672.0,489520.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460226390_fillcolor.png,340736.0,95740.0,6236.0,478888.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460226787_fillcolor.png,364696.0,103488.0,4280.0,449136.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460227195_fillcolor.png,376868.0,85428.0,6076.0,453228.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460227589_fillcolor.png,385896.0,77944.0,3992.0,453768.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460227984_fillcolor.png,382068.0,68176.0,5648.0,465708.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460228499_fillcolor.png,371980.0,63396.0,7236.0,478988.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460228890_fillcolor.png,369280.0,76908.0,4876.0,470536.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460229382_fillcolor.png,377480.0,73052.0,4720.0,466348.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460229869_fillcolor.png,388256.0,63208.0,6128.0,464008.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460230365_fillcolor.png,400176.0,66008.0,7984.0,447432.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460230972_fillcolor.png,405936.0,67096.0,7072.0,441496.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460231465_fillcolor.png,419232.0,61056.0,8136.0,433176.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460231892_fillcolor.png,417404.0,57236.0,7332.0,439628.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460232283_fillcolor.png,408580.0,62092.0,7604.0,443324.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460232760_fillcolor.png,410144.0,61544.0,6468.0,443444.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460233188_fillcolor.png,402796.0,67672.0,5524.0,445608.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460233809_fillcolor.png,405104.0,73868.0,4220.0,438408.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460234289_fillcolor.png,419104.0,76148.0,3116.0,423232.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460234773_fillcolor.png,430404.0,69300.0,3456.0,418440.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460235274_fillcolor.png,424288.0,69432.0,2512.0,425368.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460235762_fillcolor.png,406996.0,60264.0,2500.0,451840.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460236170_fillcolor.png,398708.0,57712.0,1960.0,463220.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460236589_fillcolor.png,391048.0,50740.0,2304.0,477508.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460237179_fillcolor.png,383316.0,51172.0,1304.0,485808.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460237614_fillcolor.png,379960.0,48812.0,992.0,491836.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460238087_fillcolor.png,376584.0,45476.0,576.0,498964.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460238472_fillcolor.png,382888.0,33728.0,552.0,504432.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460239015_fillcolor.png,390696.0,24808.0,400.0,505696.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460239376_fillcolor.png,407672.0,14876.0,1892.0,497160.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460239789_fillcolor.png,413608.0,16320.0,1840.0,489832.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460240189_fillcolor.png,431732.0,20828.0,864.0,468176.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460240592_fillcolor.png,430656.0,18204.0,1348.0,471392.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460240969_fillcolor.png,443112.0,12268.0,1280.0,464940.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460241491_fillcolor.png,434216.0,22060.0,800.0,464524.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460241869_fillcolor.png,430372.0,20108.0,1364.0,469756.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1737/gt_image/1620460242471_fillcolor.png,414316.0,23192.0,820.0,483272.0,sunny,unpaved,daytime,2021-0222-1737
dataset/road3d/testing/x2021_0222_1743/gt_image/1620462177172_fillcolor.png,700344.0,37220.0,1268.0,182768.0,sunny,unpaved,daytime,2021-0222-1743
dataset/road3d/testing/x2021_0222_1743/gt_image/1620462177572_fillcolor.png,689632.0,44516.0,2176.0,185276.0,sunny,unpaved,daytime,2021-0222-1743
dataset/road3d/testing/x2021_0222_1743/gt_image/1620462178104_fillcolor.png,677504.0,50572.0,840.0,192684.0,sunny,unpaved,daytime,2021-0222-1743
dataset/road3d/testing/x2021_0222_1743/gt_image/1620462178705_fillcolor.png,671604.0,57940.0,416.0,191640.0,sunny,unpaved,daytime,2021-0222-1743
dataset/road3d/testing/x2021_0222_1743/gt_image/1620462179301_fillcolor.png,669176.0,66064.0,528.0,185832.0,sunny,unpaved,daytime,2021-0222-1743
dataset/road3d/testing/x2021_0222_1743/gt_image/1620462179882_fillcolor.png,701260.0,37844.0,7428.0,175068.0,sunny,unpaved,daytime,2021-0222-1743
dataset/road3d/testing/x2021_0222_1743/gt_image/1620462180306_fillcolor.png,711228.0,28440.0,3232.0,178700.0,sunny,unpaved,daytime,2021-0222-1743
dataset/road3d/testing/x2021_0222_1743/gt_image/1620462180882_fillcolor.png,715788.0,22440.0,2116.0,181256.0,sunny,unpaved,daytime,2021-0222-1743
